refcode,chemical_name,color,doi,authors,journal,first_page,volume,date,simplified_color
ESURER,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-tri-cobalt dimethylformamide solvate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESUSAO01,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-dimethylformamide-tri-cobalt dimethylformamide solvate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESUSAO,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-dimethylformamide-tri-cobalt dimethylformamide solvate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESUSOC02,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-methanol-tri-cobalt unknown solvate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESUSOC,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-methanol-tri-cobalt unknown solvate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESUTAP,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-bis(methanol)-tri-cobalt unknown solvate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESUTIX,catena-(hexakis(μ-5-carboxylatobenzotriazolato)-hexakis(μ-hydroxo)-bis(methanol)-nona-cobalt unknown solvate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESUVAR01,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-tri-cobalt dimethylformamide solvate monohydrate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESUVAR02,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-tri-cobalt dimethylformamide solvate monohydrate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESUVAR,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-tri-cobalt dimethylformamide solvate monohydrate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ESUVOF,catena-(bis(μ-5-carboxylatobenzotriazolato)-bis(μ-hydroxo)-tri-cobalt dimethylformamide solvate monohydrate),purple,10.1021/jacs.5b09231,"A.Lanza, L.S.Germann, M.Fisch, N.Casati, P.Macchi",Journal of the American Chemical Society,13072,137,2016-08-30,purple
ETAXIH,"catena-(hexakis(μ4-2-Propylimidazole-4,5-dicarboxylato)-bis(μ3-oxo)-nona-aqua-undeca-zinc)",light yellow,10.1039/c1ce05429e,"Rong-Rong Zeng, Quan-Guo Zhai, Shu-Ni Li, Yu-Cheng Jiang, Man-Cheng Hu",CrystEngComm,4823,13,2011-11-16,yellow
ETAXUT,"catena-(hexakis(μ4-4,4'-Buta-1,3-diyne-1,4-diyldibenzoato)-bis(μ4-oxo)-tetrakis(dimethylformamide)-octa-zinc hexakis(μ4-4,4'-buta-1,3-diyne-1,4-diyldibenzoato)-bis(μ4-oxo)-octa-zinc dimethylformamide solvate icosahydrate)",pale yellow,10.1039/c1ce05354j,"Shuanbing Han, Zhenbo Ma, Yanhu Wei, V.Ch.Kravtsov, B.S.Luisi, I.Kulaots, B.Moulton",CrystEngComm,4838,13,2011-11-16,yellow
ETAYAA,"catena-(bis(μ3-8-Ethyl-5-oxo-2-(piperazin-1-yl)-5,8-dihydropyrido[2,3-d]pyrimidine-6-carboxylato)-bis(μ2-4,4'-oxydibenzoato)-diaqua-tri-cadmium hydrate)",colorless,10.1039/c1ce05349c,"Jianghong He, Haiyan Chen, Dongrong Xiao, Dianzhen Sun, Guangju Zhang, Shiwei Yan, Guanghua Xin, Ruo Yuan, Enbo Wang",CrystEngComm,4841,13,2011-11-16,colorless
ETECIR,catena-(bis(1-ethylpiperazinedi-ium) tris(μ-oxalato)-bis(oxalato)-di-indium),light yellow,10.1021/acs.inorgchem.6b01341,"Furong Guo, ChengChen, Kangcai Wang, Qinghua Zhang, ZhienLin",Inorganic Chemistry,7817,55,2016-08-30,yellow
ETECOX,catena-(bis(1-ethylpiperazinedi-ium) tris(μ-oxalato)-bis(sulfato)-di-indium),colorless,10.1021/acs.inorgchem.6b01341,"Furong Guo, ChengChen, Kangcai Wang, Qinghua Zhang, ZhienLin",Inorganic Chemistry,7817,55,2016-08-30,colorless
ETEJIX01,"catena-((μ4-2,5-Dihydroxybenzene-1,4-dicarboxylato-O,O,O',O'',O'',O''')-(μ4-2,5-dihydroxybenzene-1,4-dicarboxylato-O,O',O'',O''')-(μ2-2,5-dihydroxybenzene-1,4-dicarboxylato)-tetrakis(dimethylformamide)-di-lanthanum dimethylformamide solvate)",yellow,10.1016/j.molstruc.2011.07.032,"S.Nayak, H.P.Nayek, C.Pietzonka, G.Novitchi, S.Dehnen",Journal of Molecular Structure,82,1004,2012-01-16,yellow
ETEJOD,"catena-((μ4-2,5-Dihydroxybenzene-1,4-dicarboxylato-O,O,O',O'',O'',O''')-(μ4-2,5-dihydroxybenzene-1,4-dicarboxylato-O,O',O'',O''')-(μ2-2,5-dihydroxybenzene-1,4-dicarboxylato)-tetrakis(dimethylformamide)-di-neodymium dimethylformamide solvate)",brown,10.1039/c1ce05069a,"Yu-Ling Wang, Yun-Liang Jiang, Qing-Yan Liu, Yan-Xi Tan, Jia-Jia Wei, Jian Zhang",CrystEngComm,4981,13,2011-11-21,brown
ETEKAQ,"catena-((μ4-2,5-Dihydroxybenzene-1,4-dicarboxylato-O,O,O',O'',O'',O''')-(μ4-2,5-dihydroxybenzene-1,4-dicarboxylato-O,O',O'',O''')-(μ2-2,5-dihydroxybenzene-1,4-dicarboxylato)-tetrakis(dimethylformamide)-di-gadolinium dimethylformamide solvate)",brown,10.1039/c1ce05069a,"Yu-Ling Wang, Yun-Liang Jiang, Qing-Yan Liu, Yan-Xi Tan, Jia-Jia Wei, Jian Zhang",CrystEngComm,4981,13,2011-11-21,brown
ETEKEU,"catena-((μ4-2,5-Dihydroxybenzene-1,4-dicarboxylato-O,O,O',O'',O'',O''')-(μ4-2,5-dihydroxybenzene-1,4-dicarboxylato-O,O',O'',O''')-(μ2-2,5-dihydroxybenzene-1,4-dicarboxylato)-tetrakis(dimethylformamide)-di-erbium dimethylformamide solvate)",brown,10.1039/c1ce05069a,"Yu-Ling Wang, Yun-Liang Jiang, Qing-Yan Liu, Yan-Xi Tan, Jia-Jia Wei, Jian Zhang",CrystEngComm,4981,13,2011-11-21,brown
ETEMIB,"catena-(bis(μ-benzene-1,3,5-tricarboxylato)-(μ-4-(4-(4H-1,2,4-triazol-4-ylmethyl)benzyl)-4H-1,2,4-triazole)-bis(μ-hydroxo)-diaqua-tetra-cobalt nonahydrate)",dark red,10.1039/C6DT02895K,"Ke Li, Xiu-Xiu Lv, Lu-Lu Shi, Lu Liu, Bao-Long Li, Bing Wu",Dalton Transactions,15078,45,2016-08-30,red
ETEPID,catena-(bis(μ3-cucurbit[7]uril)-(μ2-hydroxo)-bis(hydroquinone)-diaqua-di-rubidium chloride octacosahydrate),colorless,10.1039/c1ce05048f,"Kai Chen, Hang Cong, Xin Xiao, Yun-Qian Zhang, Sai-Feng Xue, Zhu Tao, Qian-Jiang Zhu, Gang Wei",CrystEngComm,5105,13,2011-08-30,colorless
ETEQUQ,"catena-(bis(μ7-phosphato)-bis(μ4-phosphato)-tetrakis(μ3-hydrogen phosphato)-hexakis(μ3-hydroxo)-dodecakis(μ2-oxo)-diaqua-dodecaoxo-tri-manganese-dodeca-molybdenum tetrakis(propane-1,2-diammonium) pentahydrate)",red,10.1039/c1ce05417a,"Dawei Yan, Jie Fu, Lei Zheng, Zhibin Zhang, Yan Xu, Xiaolei Zhu, Dunru Zhu",CrystEngComm,5133,13,2011-08-30,red
ETESIG,"catena-((μ4-Anthracene-9,10-dicarboxylato)-(μ4-sulfato)-(μ2-4,4'-propane-1,3-diyldipyridine)-(N,N-dimethylformamide)-di-cadmium)",orange,10.1039/c1ce05287j,"Jun-Jie Wang, Tong-Liang Hu, Xian-He Bu",CrystEngComm,5152,13,2011-08-30,orange
ETEXEI01,catena-[bis(4-aminopyridin-1-ium) tetrakis(μ-phosphonato)-tri-zinc(ii)],colorless,10.1071/CH16333,"Zhen-Zhen Bao, Song-De Han, Jin-Hua Li, Guo-Ming Wang, Zong-Hua Wang",Australian Journal of Chemistry,286,70,2017-03-31,colorless
ETEXEI,catena-(bis(4-aminopyridinium) tetrakis(μ-phosphito)-tri-zinc),colorless,10.1007/s40242-015-5021-6,"Zhaojun Dong, Yan Yan, Wenqing Zhang, Yu Wang, Jiyang Li",Chemical Research in Chinese Universities,498,31,2016-08-30,colorless
ETICIV,"catena-((μ-2-(5-(1H-imidazo[4,5-c]pyridin-2-yl)pyridin-3-yl)-1H-imidazo[4,5-c]pyridine)-(μ-2,2'-(1,4-phenylene)diacetato)-cadmium N,N-dimethylformamide solvate trihydrate)",light yellow,10.1021/acs.cgd.6b01028,"Avishek Dey, S.K.Konavarapu, H.S.Sasmal, K.Biradha",Crystal Growth and Design,5976,16,2016-08-31,yellow
ETIXEM,"catena-(bis(μ-biphenyl-4,4'-dicarboxylato)-(μ-4-((8-(pyridin-4-ylethynyl)pentacyclo[6.6.6.02,7.09,14.015,20]icosa-2,4,6,9,11,13,15,17,19-nonaen-1-yl)ethynyl)pyridine)-di-zinc dimethylformamide solvate)",colorless,10.1021/acscentsci.6b00168,"Xing Jiang, Hai-Bao Duan, S.I.Khan, M.A.Garcia-Garibay",ACS Central Science,608,2,2016-08-31,colorless
ETIXIQ,"catena-(bis(μ-pentacyclo[6.6.6.02,7.09,14.015,20]icosa-2,4,6,9,11,13,15,17,19-nonaene-1,8-dicarboxylato)-(μ-4-((8-(pyridin-4-ylethynyl)pentacyclo[6.6.6.02,7.09,14.015,20]icosa-2,4,6,9,11,13,15,17,19-nonaen-1-yl)ethynyl)pyridine)-di-zinc dimethylformamide solvate hydrate)",colorless,10.1021/acscentsci.6b00168,"Xing Jiang, Hai-Bao Duan, S.I.Khan, M.A.Garcia-Garibay",ACS Central Science,608,2,2016-08-31,colorless
ETUWIA,catena-(bis(dimethylammonium)-bis(aqua-bis(μ2-oxalato)-yttrium(iii)) hexahydrate),colorless,10.1107/S1600536811019209,"Yao-Kang Lv, Li-Hua Gan, Liang Xu, Hao-Wen Zheng, Cao Liu",Acta Crystallographica Section E: Structure Reports Online [2001-2014],m837,67,2011-08-21,colorless
ETUWOG,"catena-[[diaqua-bis(μ5-benzene-1,4-dicarboxylato)-tetrakis(μ4-benzene-1,4-dicarboxylato)-hexa-cobalt(ii)] methanol solvate dihydrate]",purple,10.1107/S1600536811020009,"Hu Zhou, Chao-Xia Chu, Yi-Zhi Li",Acta Crystallographica Section E: Structure Reports Online [2001-2014],m841,67,2011-08-22,purple
ETUXEW,"catena-(N,N'-Dimethylpiperazinedi-ium tetrakis(μ3-phosphito)-tri-zinc)",colorless,10.1016/j.solidstatesciences.2003.12.009,"Wensheng Fu, Zhan Shi, Guagnhua Li, Dong Zhang, Wenjun Dong, Xiaobo Chen, Shouhua Feng",Solid State Sciences,225,6,2004-07-16,colorless
EVADIQ,"catena-[tris(μ-2,2'-bipyridine-5,5'-dicarboxylato)-(N,N-dimethylformamide)-diaqua-di-dysprosium N,N-dimethylformamide solvate hemihydrate]",colorless,10.1039/C6RA14896D,"Peng Xiao, Ping Wang, Rui Qing Fan, Xi Du, Wei Chen, Hui Jie Zhang, Yang Song, Yu Lin Yang",RSC Advances,83091,6,2016-09-01,colorless
EVAKIV,"catena-(bis(μ2-1,2,3,6,7,8-hexahydrocinnolino[5,4,3-cde]cinnoline)-copper(ii) perchlorate perchlorate clathrate chloroform solvate)",brown,10.1039/b316981b,"P.V.Solntsev, J.Sieler, A.N.Chernega, J.A.K.Howard, T.Gelbrich, K.V.Domasevitch",Dalton Transactions,695,,2004-07-16,brown
EVEGER,"catena-[dodecakis(μ3-Pyridine-2,6-dicarboxylato)-dodecaaqua-hexa-manganese(ii)-tetra-ytterbium(iii) hexahydrate]",,10.1021/ja038784e,"Bin Zhao, Peng Cheng, Xiaoyan Chen, Cai Cheng, Wei Shi, Daizheng Liao, Shiping Yan, Zonghui Jiang",Journal of the American Chemical Society,3012,126,2004-07-16,
EVEGOB,catena-[hexakis(μ2-2-pyrimidinolate)-tri-copper ammonium nitrate trihydrate clathrate],purple,10.1021/ja039472e,"E.Barea, J.A.R.Navarro, J.M.Salas, N.Masciocchi, S.Galli, A.Sironi",Journal of the American Chemical Society,3014,126,2004-07-16,purple
EVEGUH,catena-[hexakis(μ2-2-pyrimidinolate)-tri-copper tetraaqua-lithium nitrate monohydrate clathrate],purple,10.1021/ja039472e,"E.Barea, J.A.R.Navarro, J.M.Salas, N.Masciocchi, S.Galli, A.Sironi",Journal of the American Chemical Society,3014,126,2004-07-16,purple
EVIMUT,"catena-[tetrakis(μ-1,3-di-t-butyl-2,4-dichloro-2,4-disulfanylidene-1,3,2,4-diazadiphosphetidine radical)-octakis(tetrahydrofuran)-octa-sodium]",colorless,10.1002/chem.201600839,"D.Bawari, B.Prashanth, S.Ravi, K.R.Shamasundar, Sanjay Singh, D.S.Wright",Chemistry-A European Journal,12027,22,2016-09-05,colorless
EVOMOR01,"catena-[bis(μ3-Succinato)-bis(μ2-4,4'-bipyridyl)-diaqua-di-manganese(ii) 4,4'-bipyridine solvate]",yellow,10.1021/ic0301268,"Y.-Q.Zheng, J.-L.Lin, Z.-P.Kong",Inorganic Chemistry,2590,43,2004-09-24,yellow
EVOMOR,"catena-(bis((μ3-succinato)-(μ2-4,4'-bipyridine)-aqua-manganese(ii)) 4,4'-bipyridine clathrate)",pale-yellow,10.1107/S0108270104009953,"Cheng-Bing Ma, Feng Chen, Chun-Xia Zhang, Ming-Qiang Hu, Chang-Neng Chen, Qiu-Tian Liu","Acta Crystallographica,Section C: Crystal Structure Communications",m285,60,2004-07-16,yellow
EVUMUE,"catena-(bis(μ5-4,5-Dicarboxylatoimidazolato)-bis(μ3-4,5-dicarboxylatoimidazolato)-(μ2-oxalato)-hexa-aqua-di-lanthanum-tetra-zinc hexahydrate)",colorless,10.1021/cg1015753,"Zhi-Gang Gu, Hua-Cai Fang, Pei-Yi Yin, Long Tong, Yin Ying, She-Jun Hu, Wei-Shan Li, Yue-Peng Cai",Crystal Growth and Design,2220,11,2011-09-23,colorless
EVUNAL,"catena-(bis(μ5-4,5-Dicarboxylatoimidazolato)-bis(μ3-4,5-dicarboxylatoimidazolato)-(μ2-oxalato)-hexa-aqua-di-neodymium-tetra-zinc hexahydrate)",light purple,10.1021/cg1015753,"Zhi-Gang Gu, Hua-Cai Fang, Pei-Yi Yin, Long Tong, Yin Ying, She-Jun Hu, Wei-Shan Li, Yue-Peng Cai",Crystal Growth and Design,2220,11,2011-09-23,purple
EVUNEP,"catena-(bis(μ5-4,5-Dicarboxylatoimidazolato)-bis(μ3-4,5-dicarboxylatoimidazolato)-(μ2-oxalato)-hexa-aqua-di-samarium-tetra-zinc hexahydrate)",pale yellow,10.1021/cg1015753,"Zhi-Gang Gu, Hua-Cai Fang, Pei-Yi Yin, Long Tong, Yin Ying, She-Jun Hu, Wei-Shan Li, Yue-Peng Cai",Crystal Growth and Design,2220,11,2011-09-23,yellow
EVUNOY,catena-(hexakis(μ2-Cyano)-bis(2-methylimidazole)-tri-cadmium(ii) bis(dimethylsulfoxide) clathrate),pale yellow,10.1023/B:JOCC.0000014682.15837.83,"Chong-Hyeak Kim, Sueg-Geun Lee, Il-Hwan Suh",Journal of Chemical Crystallography,13,34,2004-08-12,yellow
EVUQOC,catena-((μ5-5-(2-Amino-4-carboxylatophenoxy)isophthalato)-aqua-dimethylformamide-lanthanum monohydrate),colorless,10.1021/cg200350j,"A.Karmakar, H.M.Titi, I.Goldberg",Crystal Growth and Design,2621,11,2011-09-23,colorless
EVUQUI,catena-((μ5-5-(2-Amino-4-carboxylatophenoxy)isophthalato)-diaqua-neodymium dimethylformamide solvate sesquihydrate),colorless,10.1021/cg200350j,"A.Karmakar, H.M.Titi, I.Goldberg",Crystal Growth and Design,2621,11,2011-09-23,colorless
EWASIG,"catena-[(μ-biphenyl-3,3',5,5'-tetracarboxylato)-(μ-dihydrogen biphenyl-3,3',5,5'-tetracarboxylato)-tetrakis(N,N-dimethylformamide)-di-europium(iii) N,N-dimethylformamide solvate]",colorless,10.1039/C6CE01801G,"Jinjie Qian, Panpan Yu, Shaoming Huang",CrystEngComm,7955,18,2016-09-30,colorless
EWECOY,"catena-(tetrakis(μ6-1,3,5-benzenetricarboxylato)-(μ4-1,4-benzenedicarboxylato)-diaqua-bis(dimethylformamide)-hexa-cadmium(ii) bis(oxonium) hexakis(dimethylformamide) dihydrate clathrate)",colorless,10.1016/j.jssc.2003.10.013,"Qianrong Fang, Guangshan Zhu, Xin Shi, Gang Wu, Ge Tian, Runwei Wang, Shilun Qiu",Journal of Solid State Chemistry,1060,177,2004-08-12,colorless
EWESAC,"catena-[(μ-N'-(pyridin-4-ylmethylene)isonicotinohydrazide)-(μ-terephthalato)-zinc(ii) N,N-dimethylformamide solvate hemihydrate]",colorless,10.1002/ejic.201600134,"K.Roztocki, I.Senkovska, S.Kaskel, D.Matoga",European Journal of Inorganic Chemistry,4450,,2016-09-30,colorless
EWETUW,"catena-((μ6-4,4',4''-nitrilotribenzoato)-(N,N-dimethylformamide)-terbium N,N-dimethylformamide solvate)",yellow,10.1002/adfm.201100115,"Pengyan Wu, Jian Wang, Yaming Li, Cheng He, Zhong Xie, Chunying Duan",Advanced Functional Materials,2788,21,2011-09-23,yellow
EWIDUK,catena-(bis(μ2-2-Methylimidazolato)-zinc n-butanol solvate),,10.1002/cssc.201100261,"J.C.S.Remi, T.Remy, V.Van Hunskerken, S.van de Perre, T.Duerinck, M.Maes, D.De Vos, E.Gobechiya, C.E.A.Kirschhock, G.V.Baron, J.F.M.Denayer",ChemSusChem,1074,4,2012-02-03,
EWUCOP,catena-((μ5-5-(1H-Tetrazol-1-yl)isophthalato)-di-copper dimethylformamide solvate dihydrate),green,10.1021/ic1017467,"Shu-Ming Zhang, Ze Chang, Tong-Liang Hu, Xian-He Bu",Inorganic Chemistry,11581,49,2011-10-18,green
EWUGEK,"catena-[(μ-hydrogen 1-(4,6-bis(4-carboxlatoypiperidin-1-yl)-1,3,5-triazin-2-yl)piperidine-4-carboxylato)-cadmium dihydrate]",colorless,10.1021/acs.inorgchem.6b01123,"Xiao-Ming Lin, Ji-LiangNiu, Jia Lin, Lei-Ming Wei, LeiHu, Gang Zhang, Yue-Peng Cai",Inorganic Chemistry,8244,55,2016-10-04,colorless
EWUKAK,"catena-[bis(dimethylammonium) bis(oxonium) tetrakis(μ-benzene-1,3,5-tricarboxylato)-bis(μ-oxido)-bis(N,N-dimethylformamide)-cobalt-penta-zinc trihydrate]",pink,10.1021/acs.inorgchem.6b01288,"A.Pariyar, H.Asl, A.Choudhury",Inorganic Chemistry,9250,55,2016-10-04,pink
EWUKEO,"catena-[bis(dimethylammonium) tetrakis(oxonium) hexakis(μ-oxido)-decakis(μ-benzene-1,3,5-tricarboxylato)-octadecakis(N,N-dimethylformamide)-tri-cobalt-pentadeca-zinc]",pink,10.1021/acs.inorgchem.6b01288,"A.Pariyar, H.Asl, A.Choudhury",Inorganic Chemistry,9250,55,2016-10-04,pink
EWUSOF,"catena-(hexakis(μ3-sulfido)-tetrakis(μ2-4,4'-bipyridine)-dioxo-dichloro-hexa-copper-di-molybdenum N,N-dimethylformamide solvate undecahydrate)",dark red,10.1021/cg200250m,"Yi Han, Zhenhua Zhang, Yanyan Liu, Yunyin Niu, Degang Ding, Benlai Wu, Hongwei Hou, Yaoting Fan",Crystal Growth and Design,3448,11,2011-09-23,red
EWUSUL,"catena-(hexakis(μ3-sulfido)-tetrakis(μ2-4,4'-bipyridine)-dioxo-dichloro-hexa-copper-di-tungsten N,N-dimethylformamide solvate hydrate)",red,10.1021/cg200250m,"Yi Han, Zhenhua Zhang, Yanyan Liu, Yunyin Niu, Degang Ding, Benlai Wu, Hongwei Hou, Yaoting Fan",Crystal Growth and Design,3448,11,2011-09-23,red
EWUTEW,"catena-(hexakis(μ3-sulfido)-pentakis(μ2-4,4'-bipyridine)-dioxo-bis(isothiocyanato)-hexa-copper-di-tungsten N,N-dimethylformamide solvate)",orange,10.1021/cg200250m,"Yi Han, Zhenhua Zhang, Yanyan Liu, Yunyin Niu, Degang Ding, Benlai Wu, Hongwei Hou, Yaoting Fan",Crystal Growth and Design,3448,11,2011-09-23,orange
EXALAR,"catena-(tetrakis(μ2-1,4-bis(1,2,4-triazol-1-yl)butane)-di-nickel (μ12-silicato)-tetracosakis(μ2-oxo)-dodecaoxo-dodeca-tungsten monohydrate)",blue,10.1021/cg200261j,"Xiu-li Wang, Jin Li, Ai-xiang Tian, Dan Zhao, Guo-cheng Liu, Hong-yan Lin",Crystal Growth and Design,3456,11,2011-10-03,blue
EXALIZ,"catena-((μ12-phosphato)-pentakis(μ2-1,4-bis(1,2,4-triazol-1-yl)butane)-hexacosakis(μ2-oxo)-hexaaqua-decaoxo-dodeca-molybdenum-tri-nickel (μ12-phosphato)-tetracosakis(μ2-oxo)-dodecaoxo-dodeca-molybdenum octahydrate)",green,10.1021/cg200261j,"Xiu-li Wang, Jin Li, Ai-xiang Tian, Dan Zhao, Guo-cheng Liu, Hong-yan Lin",Crystal Growth and Design,3456,11,2011-10-03,green
EXAPEA,"catena-[bis(μ-4-(2-(4-(pyridin-4-yl)-1,3-dithiol-2-ylidene)-1,3-dithiol-4-yl)pyridine)-copper perchlorate monohydrate]",dark red,10.1021/acs.inorgchem.6b01632,"Zhong-Nan Yin, Yan-Hong Li, Yong-Gang Sun, Ting Chen, Jing Xu, Qin-Yu Zhu, Jie Dai",Inorganic Chemistry,9154,55,2016-10-04,red
EXECAN,"catena-[(μ-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylato)-aqua-(4-aminopyridine)-di-zinc monohydrate]",colorless,10.1021/acs.inorgchem.6b01312,"Ru-Xin Yao, Xin Cui, Xiao-Xia Jia, Fu-Qiang Zhang, Xian-Ming Zhang",Inorganic Chemistry,9270,55,2016-10-04,colorless
EXEMUR,"catena-(tris(μ-N,N'-bis(4-carboxylatophenyl)-4,4'-bipyridinium)-hexakis(μ-chloro)-tetra-cadmium tetrachloro-cadmium octahydrate)",orange,10.1021/acs.inorgchem.6b01119,"M.Leroux, N.Mercier, M.Allain, M.-C.Dul, J.Dittmer, A.H.Kassiba, J.-P.Bellat, G.Weber, I.Bezverkhyy",Inorganic Chemistry,8587,55,2016-10-04,orange
EXENAX,catena-(bis(μ3-5-Iodopyrimidin-2-amine)-bis(trifluoromethanesulfonato)-di-silver),colorless,10.1016/j.poly.2011.06.016,"Chia-Jun Wu, Chih-Yuan Lin, Pei-Chi Cheng, Chun-Wei Yeh, Jhy-Der Chen, Ju-Chun Wang",Polyhedron,2260,30,2011-10-03,colorless
EXEQAA,"catena-[tris(μ8-Biphenyl-3,3',5,5'-tetracarboxylato)-hexakis(μ2-hydroxo)-hexa-scandium(iii) dimethylformamide solvate dodecahydrate]",colorless,10.1039/c1cc11168j,"I.A.Ibarra, Sihai Yang, Xiang Lin, A.J.Blake, P.J.Rizkallah, H.Nowell, D.R.Allen, N.R.Champness, P.Hubberstey, M.Schroder",Chemical Communications,8304,47,2011-09-23,colorless
EXEQII,"catena-[(μ8-Biphenyl-3,3',5,5'-tetracarboxylato)-bis(μ2-hydroxo)-di-scandium(iii) hydrate]",colorless,10.1039/c1cc11168j,"I.A.Ibarra, Sihai Yang, Xiang Lin, A.J.Blake, P.J.Rizkallah, H.Nowell, D.R.Allen, N.R.Champness, P.Hubberstey, M.Schroder",Chemical Communications,8304,47,2011-09-23,colorless
EXEQIJ,"catena-(bis(μ-ethane-1,2-disulfonato)-tetrakis(μ-4,4'-bipyridine)-di-copper)",dark blue,10.1021/acs.chemmater.6b02511,"Guiyang Zhang, Guangfeng Wei, Zhipan Liu, S.R.J.Oliver, Honghan Fei",Chemistry of Materials,6276,28,2016-10-04,blue
EXEWIO,"catena-(hexakis(μ2-Thieno[3,2-f][1]benzothiophene-2,6-dicarboxylato)-hexakis(μ2-1,2-bis(4-pyridyl)ethane)-hexa-zinc unknown solvate)",yellow,10.1002/chem.201100226,"Sujing Wang, Shunshun Xiong, Zhiyong Wang, Jiangfeng Du",Chemistry-A European Journal,8630,17,2011-10-02,yellow
EXEXAH,"catena-((μ4-1,4-bis(3,5-dimethylpyrazol-4-yl)benzene)-cobalt N,N-dimethylformamide solvate)",violet,10.1002/chem.201003173,"M.Tonigold, Ying Lu, A.Mavrandonakis, A.Puls, R.Staudt, J.Mollmer, J.Sauer, D.Volkmer",Chemistry-A European Journal,8671,17,2011-10-02,violet
EXIBUI,catena-((μ4-Picolinato)-(μ2-aqua)-bis(μ2-oxo)-di-aqua-barium(ii)-vanadium(v) dihydrate),yellow,,"Yu Xia Diao, Yang Tian, Si Hui Zhan, Wen Xing Zhang, Xiu Ling Jiao, Dai Rong Chen",Chinese Chemical Letters,740,14,2004-09-21,yellow
EXIDEV,catena-((μ4-tetrakis((pyridin-4-yloxy)methyl)methane)-bis(μ2-5-hydroxyisophthalato)-diaqua-di-cobalt monohydrate),purple,10.1021/cg200581w,"Jiao Guo, Jian-Fang Ma, Bo Liu, Wei-Qiu Kan, Jin Yang",Crystal Growth and Design,3609,11,2011-10-03,purple
EXIDOF,"catena-(tetrakis((pyridinium-4-yloxy)methyl)methane bis(μ4-benzene-1,2,4,5-tetracarboxylato)-di-cobalt(ii))",purple,10.1021/cg200581w,"Jiao Guo, Jian-Fang Ma, Bo Liu, Wei-Qiu Kan, Jin Yang",Crystal Growth and Design,3609,11,2011-10-03,purple
EXOTOB,"catena-[tris(μ4-1,1'-biphenyl-2,2',6,6'-tetraacetato)-octakis(μ3-2,4,6-tris(4-pyridyl)-1,3,5-triazine)-tetracosaaqua-dodecahydroxy-dodeca-nickel unknown solvate]",green,10.1016/j.inoche.2011.03.047,"Ze Chang, Da-Shuai Zhang, Tong-Liang Hu, Xian-He Bu",Inorganic Chemistry Communications,1082,14,2011-11-07,green
EXOTUH,"catena-[(μ3-2,4,6-tris(4-pyridyl)-1,3,5-triazine)-(μ2-1,1'-biphenyl-2,2'-diacetato-6,6'-diacetic acid)-cadmium unknown solvate]",colorless,10.1016/j.inoche.2011.03.047,"Ze Chang, Da-Shuai Zhang, Tong-Liang Hu, Xian-He Bu",Inorganic Chemistry Communications,1082,14,2011-11-07,colorless
